Rank,Entity,Frequency,Num_Articles
8388,C06,16,12
8389,Global Hawk,16,6
8390,Sicily,16,8
8391,Cole Palmer,16,9
8392,Annabel,16,4
8393,Vẹn,16,6
8394,Hòa Thắng,16,4
8395,Đình Thịnh,16,7
8396,Bảo Thắng,16,8
8397,Ngân Sơn,16,15
8398,Hưng Phú,16,9
8399,Bucharest,16,9
8400,Lenin,16,8
8401,Mitchell,16,9
8402,Nguyễn Hồng Hải,16,8
8403,Huỳnh Văn,16,13
8404,N.,16,15
8405,Ugarte,16,8
8406,Marine,16,11
8407,Kuku,16,9
8408,Krông Pa,16,7
8409,Florence Pugh,16,10
8410,Brad,16,9
8411,Hiệp Bình,16,11
8412,Lavender,16,8
8413,Ousmane Dembele,16,14
8414,Ottoman,16,6
8415,Tashkent,16,6
8416,FIFA,16,13
8417,Khoa Nam,16,14
8418,Ngọc Nữ,16,5
8419,Asahi,16,15
8420,Thiago,16,10
8421,AP,16,16
8422,Buffet,16,9
8423,Hữu Phước,16,14
8424,Automotive,16,7
8425,Ventures,16,12
8426,Francesco,16,12
8427,Carl,16,11
8428,Bib,16,10
8429,Đại Nội,16,8
8430,Listening,16,12
8431,Speaking,16,13
8432,Paramount,16,15
8433,Ju,16,9
8434,Hu,16,8
8435,Apple Store,16,11
8436,Trung Lập,16,9
8437,Tân Túc,16,10
8438,Thạnh An,16,14
8439,Dean Henderson,16,11
8440,Triple,16,10
8441,Nguyễn Hữu Cảnh,16,14
8442,Denver,16,13
8443,Thanh Quan,16,7
8444,Nguyễn Tiến Hùng,16,7
8445,Hiệp Thành,16,13
8446,Thập,16,6
8447,Sergey Lavrov,16,14
8448,Giồng Riềng,16,7
8449,Dương Thanh Hào,16,11
8450,Hoàng Xuân,16,4
8451,Conclave,16,5
8452,North,16,14
8453,Basic,16,12
8454,Diamond League,16,3
8455,Vinaconex,16,5
8456,Kiếng Cận,16,6
8457,Dương Thị Thảo,16,6
8458,Brandon,16,7
8459,Chiclayo,16,11
8460,Hue,16,8
8461,Suýt,16,10
8462,Lê Văn Duyệt,16,11
8463,Khay,16,10
8464,Cư Jút,16,7
8465,Tuần Châu,16,12
8466,Math,16,4
8467,Dat Bike,16,5
8468,Val,16,4
8469,Văn Trọng,16,11
8470,Trần Hùng,16,7
8471,Florian Wirtz,16,13
8472,Nguyễn Thành Nhân,16,9
8473,Moï,16,3
8474,Thiên Đồ,16,7
8475,Long Ký,16,7
8476,Service,16,15
8477,V6,16,11
8478,Antonio,16,11
8479,Booker,16,5
8480,Niemann,16,3
8481,Aion,16,3
8482,Trương Cảnh,16,4
8483,Lugansk,16,15
8484,Lê Trường,16,8
8485,Vũ Đình,16,15
8486,Solutions,16,12
8487,Mỹ Tiên,16,7
8488,C01,16,14
8489,Doohan,16,6
8490,Đồng Minh,16,4
8491,nam,16,15
8492,Wonderland,16,9
8493,Kixx,16,2
8494,Phố Nối,16,13
8495,Carey,16,2
8496,Pajero Sport,16,13
8497,Kyodo,16,12
8498,Montecito,16,14
8499,Gò Công,16,14
8500,Thúc,16,9
8501,Marselino,16,4
8502,Counterpoint Research,16,12
8503,Suzuka,16,2
8504,Gia Khánh,16,5
8505,Gamuda,16,5
8506,Thiện Nhơn,16,9
8507,Trần Quý,16,14
8508,Tráng,16,10
8509,Ma Cai,16,10
8510,Kia Sorento,16,10
8511,Tiguan,16,9
8512,Pan,16,12
8513,Hà Thu,16,8
8514,Kye,16,6
8515,Anton,16,5
8516,Sarnath,16,5
8517,Vàm Thuật,16,5
8518,C919,16,3
8519,Fidel,16,8
8520,How,16,11
8521,Hiệp Bình Chánh,16,10
8522,Eindhoven,16,15
8523,Village,16,9
8524,Trần Văn Trung,16,9
8525,Cử,16,10
8526,Mikey Madison,16,7
8527,Liquid,16,7
8528,Time Out,16,7
8529,Brand,16,15
8530,Cẩm Anh,16,7
8531,Investment Management,16,8
8532,Ocean Park,16,14
8533,Hoành,16,8
8534,Dơi,16,8
8535,Tik Tok,16,9
8536,Hoàng Nhật,16,6
8537,Chào,16,15
8538,Buckingham,16,10
8539,Thanh Tân,16,9
8540,Nguyễn Danh,16,10
8541,Lotteria,16,4
8542,Quy Nhon,16,3
8543,Vincom Plaza,16,9
8544,Aichi,16,9
8545,Gò Dầu,16,11
8546,Silviya,16,1
8547,Veloz Cross,16,9
8548,Eura,16,9
8549,Only,16,10
8550,V3,16,10
8551,Hiệp Phước,16,11
8552,Mường Nhé,16,13
8553,Nguyễn Khuyến,16,14
8554,Innova,16,12
8555,Huỳnh Lợi,16,10
8556,Văn Định,16,11
8557,Đức Quốc,16,9
8558,Phương Quân,16,3
8559,Velar,16,1
8560,Laurel,16,4
8561,Composite,16,11
8562,Svalbard,16,3
8563,of,16,13
8564,Angkor Wat,16,7
8565,Jia,16,4
8566,Five,16,9
8567,Tiền Phong Marathon,16,9
8568,Bear,16,9
8569,Helio,16,11
8570,Hole,16,8
8571,Planet,16,8
8572,Tế,16,9
8573,Mohammad,16,11
8574,Touch,16,15
8575,Xander Schauffele,16,13
8576,From,16,15
8577,Blendy,16,1
8578,Y Tý,16,4
8579,Mark Gurman,16,11
8580,Emilia Pérez,16,4
8581,Vitao,16,9
8582,Chua,16,5
8583,Lùng,16,5
8584,Nghinh Phong,16,5
8585,Heart,16,14
8586,Dương Nỗ,16,4
8587,Be An,16,1
8588,Tri Thức,16,9
8589,Exclusive,16,8
8590,Scandal,16,7
8591,Blake Lively,16,3
8592,Đặng Thị Phương,16,7
8593,Bivolaru,16,1
8594,Am,16,8
8595,Miran,16,1
8596,Lê Hồng,16,11
8597,Material,16,8
8598,Sarr,16,6
8599,Johns,16,11
8600,Xuân Mạnh,16,6
8601,Quang Trọng,16,5
8602,M23,16,6
8603,Ilham Aliyev,16,12
8604,Vĩnh Thái,16,6
8605,Xác,16,6
8606,Trần Hải,16,7
8607,bắc,16,11
8608,Viếng Bác,16,16
8609,Sin,16,4
8610,Chnăm Thmây,16,8
8611,Nguyễn Đức Thọ,16,5
8612,An Châu,16,3
8613,Xơ Đăng,16,13
8614,Nguyễn Văn Mạnh,16,9
8615,Hun Manet,16,9
8616,Topkapi,16,1
8617,Sultan,16,3
8618,Phú Thuận,16,7
8619,Trần Thị Vân,16,11
8620,Phan Đình,16,9
8621,Tây Hồ Tây,16,6
8622,Giao Thông,16,12
8623,Dã Tượng,16,10
8624,Đăng kiểm,16,8
8625,Tuy Đức,16,9
8626,H63,16,6
8627,Nguyễn Trung Chính,16,6
8628,Kim Moon,16,7
8629,Nam Lebanon,16,7
8630,Đông Thiên Đức,16,5
8631,Chủ Tịch,16,10
8632,Thân Thúy,16,5
8633,Nguyễn Văn Tố,16,7
8634,Syrskyi,16,5
8635,Wake,16,4
8636,Bồng Lai,16,7
8637,Nguyễn Phương Chi,16,11
8638,Crossover,16,14
8639,Comac,16,2
8640,Lê Mận,16,16
8641,Nam Xuân,16,16
8642,Hà Minh Hải,16,6
8643,Lê Ngọc Anh,16,5
8644,Nguyễn Hồng Thái,16,7
8645,Phó Đức Nam,16,5
8646,Tồng,16,2
8647,Nguyễn Văn Hậu,16,6
8648,Kiều Man,16,7
8649,Mạc Vân,16,8
8650,Cưỡi,16,3
8651,Yoro,16,5
8652,Nguyễn Thanh Thảo,16,12
8653,Lượng Tử,16,1
8654,Han Jong,16,2
8655,Pháp Luật,16,7
8656,Joong,16,4
8657,Wedding,16,7
8658,Đại Lục,16,4
8659,Mother,16,9
8660,Hoàng Mèo,16,12
8661,Kiều Thanh,16,2
8662,Resident Playbook,16,5
8663,The New York,16,14
8664,Protection,16,10
8665,Lê Nguyên Vũ,16,9
8666,Summoners War,16,4
8667,Tecco,16,3
8668,Lý Chánh,16,5
8669,Azelaic,16,4
8670,Otzi,16,1
8671,Image Skincare,16,7
8672,Galaxy A36,16,4
8673,LONG,16,9
8674,Morin,16,6
8675,Valve,16,5
8676,Duệ,16,5
8677,Thanh Châu,16,3
8678,Xoàn,16,1
8679,U9,16,1
8680,Thanh Kim Huệ,16,2
8681,Ngọc Phấn,16,2
8682,Mỹ Lai,16,2
8683,Bích Hữu,16,2
8684,Tuyết Nga,16,2
8685,Rú,16,2
8686,Pump,16,2
8687,Codeage,16,2
8688,Nguyễn Thị Ngọc Diệp,16,6
8689,Poroshenko,16,2
8690,Galaxy A6,16,1
8691,Vạn Thiên Huệ,16,4
8692,Ngân Tuấn,16,2
8693,Bốn Tầng,16,1
8694,Quang Tùng,16,4
8695,Hồng Hân,16,1
8696,Đẹp Đạp Gió,16,6
8697,Cleansing,16,2
8698,Trang Anna,16,1
8699,Rosa Parks,16,6
8700,Phổ Nghi,16,1
8701,Cẩm Tiên,16,7
8702,Giải Mai,16,11
8703,Phượng Liên,16,2
8704,Pa Kô,16,2
8705,Tics,16,1
8706,Fiesta,16,2
8707,Viv,16,1
8708,Chá,16,1
8709,Trí Hậu,16,2
8710,Schroder,16,1
8711,Umoja,16,1
8712,Thượng Lộc,16,2
8713,Chronis,16,1
8714,Quỳnh Alee,16,2
8715,Coffilia,16,4
8716,Nyuto,16,1
8717,Kim Lim,16,1
8718,Beauty Center,15,3
8719,Nhúng,15,13
8720,Cán,15,10
8721,Bẵng,15,15
8722,Ổi,15,4
8723,Kiều Oanh,15,10
8724,Taekwondo,15,12
8725,Oxy,15,14
8726,Ủa,15,15
8727,Kết,15,15
8728,Znews,15,15
8729,Hình,15,12
8730,Book,15,11
8731,Hotgirl,15,6
8732,Thanh Liệt,15,11
8733,Củ,15,14
8734,French Gates,15,7
8735,Vào,15,15
8736,Vĩnh Châu,15,5
8737,Đăng Khoa,15,12
8738,Port,15,15
8739,Mary Jane,15,9
8740,Hẳn,15,15
8741,Han Sara,15,13
8742,Lò Đúc,15,9
8743,Long Hạt,15,3
8744,Tô Nhi,15,9
8745,Mệnh,15,8
8746,Hến,15,8
8747,Nhật Hạ,15,5
8748,Chí Thanh,15,2
8749,Suchin,15,3
8750,Phan Đức,15,8
8751,Ngọc Phước,15,5
8752,Cleveland,15,14
8753,Ăn,15,13
8754,Đặt,15,15
8755,Thùy Anh,15,10
8756,Rosa,15,10
8757,Sandal,15,6
8758,Kolkata,15,13
8759,Cổ Nhuế,15,10
8760,Tiếc,15,14
8761,Miu Miu,15,10
8762,Ivy,15,11
8763,Soft,15,8
8764,By,15,9
8765,Cuộn,15,14
8766,Nợ,15,15
8767,Head Challenge,15,15
8768,Thúy Vân,15,4
8769,Quỳnh Lương,15,3
8770,Khế,15,12
8771,Chad,15,10
8772,Raymond,15,9
8773,Serena,15,8
8774,Thúy An,15,7
8775,Tre,15,10
8776,Páo Hồ,15,13
8777,Juliette,15,7
8778,You Tangerines,15,10
8779,Xuân Nam,15,7
8780,Monash,15,8
8781,The Voice,15,9
8782,Lòng,15,10
8783,The Substance,15,10
8784,Moo Deng,15,2
8785,Pesto,15,2
8786,Marcele,15,1
8787,Lucca,15,2
8788,Your,15,12
8789,Hà Huy Tập,15,13
8790,Chính Gián,15,11
8791,Clooney,15,2
8792,Lynk Lee,15,4
8793,Đoài,15,8
8794,Hiền Hồ,15,2
8795,Tara,15,5
8796,Ba Động,15,4
8797,Tịnh Văn,15,2
8798,Nhị,15,10
8799,Làm,15,13
8800,Văn Cường,15,8
8801,Clostridium,15,5
8802,Trần Thế Cương,15,11
8803,Thịnh Vượng,15,10
8804,Nãi Lượng,15,2
8805,Nguyễn Thị Hòa,15,13
8806,Đặng Thùy Trâm,15,7
8807,Điêu,15,6
8808,Wood,15,8
8809,Wear,15,8
8810,Cheo,15,4
8811,Óc,15,10
8812,Films,15,6
8813,Hẹ,15,11
8814,Trích Sài,15,3
8815,Minh Thuyên,15,2
8816,Quảng Sơn,15,6
8817,Sét,15,10
8818,Gieo,15,10
8819,Cherie Blair,15,3
8820,1A,15,15
8821,Dianka,15,4
8822,Hoàng Thanh,15,7
8823,Suất,15,13
8824,Nguyễn Quang Trung,15,10
8825,Rhode Island,15,8
8826,Nguyễn Mai Phương,15,13
8827,Hồng Ngự,15,11
8828,Matt Liu,15,10
8829,Koma,15,1
8830,End,15,9
8831,Queenam,15,1
8832,Vũ Luân,15,4
8833,Latvia,15,14
8834,Bukayo Saka,15,11
8835,Luxshare,15,6
8836,Ksor,15,7
8837,Lutnick,15,12
8838,Hòn Hải,15,2
8839,Uyên Phương,15,10
8840,Columbus,15,10
8841,An Cường,15,4
8842,Lê Ngọc Hân,15,12
8843,Rupee,15,8
8844,Nhưng,15,14
8845,QLDA,15,9
8846,Baba,15,5
8847,Search,15,15
8848,Grand Park,15,13
8849,Biều,15,2
8850,Trường Bản,15,4
8851,Jurgen Klopp,15,10
8852,Lê Hải,15,10
8853,Huỳnh Trường,15,4
8854,Oleksandr,15,7
8855,Vũ Quang,15,12
8856,The Athletic,15,12
8857,Công Nghệ,15,5
8858,Văn Hiệp,15,14
8859,Ronald,15,14
8860,Bochum,15,11
8861,Kaen,15,5
8862,Praha,15,10
8863,Copper,15,2
8864,Beech,15,2
8865,Soho,15,5
8866,Lorenzo,15,15
8867,Phan Xích Long,15,10
8868,Nguyễn Thiện Thuật,15,9
8869,Làng Vân,15,5
8870,Long Đất,15,13
8871,Guinea,15,10
8872,Malta,15,11
8873,Trần Công,15,8
8874,Bình Thành,15,13
8875,Hà Hương,15,6
8876,Phú Vang,15,6
8877,Sato,15,9
8878,Complex,15,9
8879,Frontiers,15,15
8880,Igor Kostyukov,15,13
8881,China Daily,15,12
8882,Hồng Đức,15,12
8883,Coman,15,10
8884,Đinh Quang Kiệt,15,9
8885,Lê Văn Sơn,15,10
8886,Đoàn Quang Huy,15,9
8887,Canon,15,6
8888,Bright,15,9
8889,Vasco,15,14
8890,Rough Rider,15,7
8891,Parroti,15,1
8892,Supercharger,15,7
8893,Parma,15,11
8894,Stage,15,10
8895,Mừng,15,13
8896,Qatar Airways,15,12
8897,Sofitel,15,11
8898,Văn Dương,15,10
8899,Quỳ,15,7
8900,Dijk,15,11
8901,Sora,15,6
8902,Phú Lâm,15,10
8903,Geyser,15,1
8904,Sacombank Pay,15,6
8905,Voucher,15,12
8906,Viết Hương,15,8
8907,Duran,15,5
8908,Eintracht Frankfurt,15,11
8909,Schumacher,15,2
8910,Bùi Xuân Cường,15,8
8911,Hoàng Phong,15,14
8912,Emery,15,9
8913,Giang Thanh,15,6
8914,Le Monde,15,9
8915,Nguyễn Công Hòa,15,2
8916,Irvine,15,7
8917,Sara,15,8
8918,Arte,15,6
8919,Gig,15,1
8920,Shi,15,4
8921,Dark,15,13
8922,Tran,15,10
8923,Nguyễn Quang Hưng,15,8
8924,Kinh Đô,15,6
8925,Sasha,15,7
8926,Al Ahli,15,7
8927,Prince,15,11
8928,Trần Trung,15,13
8929,Huỳnh Tấn Sinh,15,9
8930,Legacy,15,5
8931,Long Đức,15,10
8932,Bove,15,2
8933,Duplantis,15,2
8934,Rojas,15,2
8935,Beirut,15,13
8936,Bolt,15,1
8937,Aiways,15,1
8938,Giang Tây,15,11
8939,Teaser,15,9
8940,Lê Văn Xuân,15,10
8941,Xen,15,13
8942,Desriac,15,6
8943,George Russell,15,5
8944,Lando,15,6
8945,Cerundolo,15,7
8946,Chevron,15,8
8947,Greenfeed,15,2
8948,Mariah,15,2
8949,Chày,15,1
8950,Al Jazeera,15,15
8951,Praggnanandhaa,15,7
8952,Yuna,15,4
8953,Gia Huấn,15,1
8954,Hiến Thành,15,9
8955,Metropole,15,6
8956,Glassdoor,15,9
8957,Hoàng An,15,8
8958,Grand International,15,10
8959,H6,15,8
8960,Tuyết Nhung,15,6
8961,Mỹ Xuyên,15,9
8962,Công Dũng,15,9
8963,Eatery,15,2
8964,Franz Beckenbauer,15,4
8965,Ito,15,7
8966,Joseon,15,13
8967,Labs,15,10
8968,Lê Duy Bình,15,8
8969,Davos,15,9
8970,Lê Văn Thọ,15,5
8971,Wikipedia,15,6
8972,Castro,15,12
8973,Snake,15,4
8974,Mường Hoa,15,8
8975,Piguet,15,2
8976,Oak,15,3
8977,Audemars,15,2
8978,Siemens,15,9
8979,Canelo,15,2
8980,Hoàng Trọng,15,9
8981,Lý Tử Thất,15,2
8982,Trần Tiến Đại,15,3
8983,Trail,15,10
8984,Windsor,15,11
8985,Tân Tiến,15,11
8986,Nicaragua,15,8
8987,Beijing,15,10
8988,Puerto Rico,15,15
8989,Q5,15,3
8990,Công Luận,15,6
8991,Quốc Sư,15,8
8992,Lộc Thọ,15,4
8993,Thành Trung,15,10
8994,Semiconductor,15,8
8995,Hòn Dung,15,10
8996,Kansai,15,13
8997,Rừng Sác,15,8
8998,Yangon,15,14
8999,Võ Việt,15,3
9000,Aerospace,15,9
9001,Anlene,15,3
9002,Ishikawa,15,7
9003,Xpander Cross,15,7
9004,Nest,15,3
9005,Protect,15,6
9006,Mario,15,6
9007,Chris Brown,15,1
9008,Robert Prevost,15,13
9009,Bom Bo,15,7
9010,Lê Quốc Cường,15,10
9011,Kobe,15,11
9012,Colleen,15,2
9013,Phù Sa,15,3
9014,Anne,15,13
9015,Nguyễn Đức Tâm,15,9
9016,Đinh Hồng,15,3
9017,Terminal,15,4
9018,A Dục,15,2
9019,Hàm Kiệm,15,5
9020,Hoàng Việt,15,13
9021,Trịnh Đức Minh,15,9
9022,Got,15,8
9023,Trần Quốc Phương,15,6
9024,Ratings,15,12
9025,Lung,15,6
9026,Luczenko,15,1
9027,Zang,15,1
9028,Brandi,15,2
9029,Sharon,15,8
9030,Jake,15,12
9031,Giồng Trôm,15,11
9032,Isha,15,1
9033,Ciputra,15,5
9034,Un,15,12
9035,Ngân Hàng,15,9
9036,James Gunn,15,3
9037,Tiến Minh,15,2
9038,Kusatsu,15,3
9039,Yên Dũng,15,10
9040,Võ Danh,15,8
9041,Phan Đức Minh,15,8
9042,Bhaya,15,1
9043,Nhiếp,15,7
9044,Kyrgios,15,3
9045,Arabia,15,11
9046,Kerri,15,1
9047,Nam An Khánh,15,5
9048,Cincinnati,15,15
9049,Zulj,15,9
9050,Nguyễn Đức Hòa,15,6
9051,Alben,15,1
9052,Carnaval,15,8
9053,Mafia,15,3
9054,Hino,15,5
9055,Aviation,15,9
9056,Trung Luật,15,5
9057,Phạm Ngọc Quang,15,6
9058,Trường Dục Thanh,15,3
9059,Lấp Vò,15,10
9060,Cửu,15,8
9061,Sánh,15,3
9062,Bạch Thông,15,14
9063,Đạ Huoai,15,12
9064,Hàm Thuận Bắc,15,9
9065,Vũ Tuấn,15,7
9066,Ali Khamenei,15,12
9067,Araghchi,15,10
9068,Mogadishu,15,7
9069,Nguyễn Thị Phượng,15,11
9070,Alí,15,3
9071,MINH,15,14
9072,Ðồng,15,12
9073,Bùi Văn,15,13
9074,Mỹ La,15,4
9075,trung,15,14
9076,Quy Hòa,15,6
9077,Lấp,15,13
9078,Võ Thiện Thanh,15,3
9079,Syre,15,2
9080,Khuyến,15,7
9081,Xín Mần,15,12
9082,Bắc Thái,15,7
9083,Lạc Thủy,15,7
9084,Together,15,5
9085,Quảng Hòa,15,13
9086,Gia Viễn,15,10
9087,Nguyễn Thế Mạnh,15,4
9088,Ninh Hiệp,15,4
9089,Chảo,15,8
9090,Drắk,15,2
9091,Chiêm Hóa,15,14
9092,Trần Duy Đông,15,10
9093,Bogota,15,9
9094,Ngụy Hoa,15,2
9095,Abyei,15,4
9096,Nông Thị Trưng,15,3
9097,Gành,15,10
9098,Sơn Tịnh,15,15
9099,Manet,15,5
9100,Trầm Hương,15,11
9101,Hyosung,15,4
9102,Khe Sanh,15,12
9103,Văn Hóa,15,10
9104,Ea Sô,15,2
9105,Vũ Hải,15,11
9106,Xuân Phúc,15,4
9107,Long Bình Tân,15,6
9108,Trần Chủng,15,4
9109,Phan Văn Trị,15,14
9110,Canh Tiến,15,1
9111,Quan Xuyên,15,1
9112,Hồ Thủy Tiên,15,6
9113,Bình Hòa,15,5
9114,Development,15,8
9115,Ulyanovsk,15,3
9116,Bến Vân Đồn,15,10
9117,Hà Thế Anh,15,10
9118,Hiphop,15,12
9119,Siberia,15,10
9120,Kiểng,15,7
9121,Cao Thái Hà,15,5
9122,Phạm Tiến Dũng,15,6
9123,Nguyễn Duy Khánh,15,10
9124,Tánh,15,4
9125,Hồng Thu,15,12
9126,Thanh Khê Đông,15,14
9127,Jun Hyung,15,4
9128,Laki,15,4
9129,Gray,15,8
9130,Minh Phát,15,2
9131,Thần Châu,15,5
9132,Bae Doo,15,2
9133,Kiến Trúc,15,6
9134,Supra,15,3
9135,Galaxy S21,15,4
9136,Quang Thận,15,5
9137,Xuân Mậu Thân,15,8
9138,Lee Joo,15,4
9139,Lê Thái Hà,15,4
9140,The Komorebi,15,3
9141,Kim Xuân,15,10
9142,Đinh Phương Thành,15,8
9143,Nguyễn Quang Long,15,8
9144,Đinh Thị Phương Liên,15,2
9145,Ettoday,15,9
9146,HQ,15,7
9147,Lâm Hoàng,15,15
9148,Gầy,15,6
9149,Lê Minh Khái,15,5
9150,Nguyễn Túc,15,7
9151,Trang Linh,15,1
9152,Apatani,15,1
9153,Zorya,15,6
9154,Manhunt International,15,5
9155,Swinburne,15,8
9156,Trần Ngọc Châu Anh,15,10
9157,Hồ Ngọc Phương Linh,15,10
9158,Nguyễn Chí Vịnh,15,4
9159,Mười Hương,15,3
9160,Nguyễn Trọng Phúc,15,5
9161,Angelababy,15,5
9162,Liên Hương,15,3
9163,Übermensch,15,7
9164,Hồng Kim Bảo,15,3
9165,Toyota Alphard,15,5
9166,Hồ Ca,15,4
9167,Vietlott Mega,15,1
9168,Quang Thuận,15,3
9169,Nhồng,15,3
9170,Sharjah,15,5
9171,Lipovitan,15,1
9172,Pagani,15,5
9173,Marek,15,6
9174,Mỹ Chánh,15,6
9175,Joon,15,10
9176,Gusite,15,1
9177,Galaxy Watch,15,7
9178,Phi Điểu,15,2
9179,Đông A,15,14
9180,Tiên Hải,15,3
9181,Al Rayyan,15,5
9182,Tốp,15,12
9183,Jelly,15,1
9184,Epstein,15,1
9185,Veneer,15,2
9186,Ballerina,15,5
9187,Dân Chủ,15,2
9188,Honeywell,15,3
9189,Hòa Quý,15,8
9190,Hòa Bắc,15,9
9191,For Start,15,8
9192,Vario,15,6
9193,Xuân Oai,15,4
9194,Quảng Đà,15,5
9195,Cồn Dầu,15,2
9196,Yoon Jung,15,3
9197,Shu,15,4
9198,Ha Neul,15,7
9199,Hà Liên,15,1
9200,Huỳnh Lý,15,1
9201,Lâm Chí Linh,15,3
9202,Vũ Xuân Trang,15,3
9203,Đỗ Hà Trang,15,2
9204,Giáng Hương,15,2
9205,Ân Thiên Vỹ,15,2
9206,Mỹ Gia,15,1
9207,Playbook,15,3
9208,Xuân Ôn,15,1
9209,Genhe,15,1
9210,Vân Khuê,15,1
9211,Trí Phan,15,1
9212,Heuer,15,1
9213,Tếu,15,1
9214,Sapsan,15,1
9215,If,14,10
9216,Minh Nguyệt,14,11
9217,Ngọc Khuê,14,10
9218,Con,14,13
9219,The Five,14,1
9220,Chẳng,14,14
9221,Woman,14,9
9222,Bình Nguyên,14,13
9223,Hồng Phượng,14,2
9224,Sức,14,13
9225,Jobs,14,10
9226,Microneedling,14,2
9227,Chi Cục,14,12
9228,Lê Đức Anh,14,11
9229,Bửu,14,10
9230,U30,14,7
9231,Factor,14,10
9232,Đàm Tùng,14,3
9233,Tây Thi,14,3
9234,Jersey,14,7
9235,Blouse,14,6
9236,Booster,14,8
9237,Trần Khánh Dư,14,11
9238,Huỳnh Tấn Vũ,14,12
9239,Hương Baby,14,3
9240,Nguyễn Vũ,14,14
9241,Vàng Anh,14,4
9242,Nhâm Thân,14,6
9243,Tân Mùi,14,4
9244,Phương Trinh,14,6
9245,Trúc Linh,14,11
9246,Chữ,14,14
9247,Giáng My,14,7
9248,Bê,14,10
9249,Chí Trung,14,3
9250,Xuân Đỉnh,14,14
9251,Gió,14,13
9252,Lắp,14,12
9253,Vẫn,14,14
9254,Cà Rốt,14,1
9255,Thom,14,8
9256,Tăng Nhơn Phú,14,11
9257,Kệ,14,11
9258,Gypsy,14,1
9259,Thanh Huệ,14,8
9260,Seafood,14,7
9261,Nguyễn Thị Hạnh,14,12
9262,Vừng,14,11
9263,Cuốn,14,13
9264,Key,14,12
9265,Thụy An,14,6
9266,Bermuda,14,6
9267,Meso,14,2
9268,Đức Mẹ,14,11
9269,Đào Đào,14,1
9270,Middleton,14,9
9271,Giây,14,12
9272,Ghềnh,14,7
9273,Austin Butler,14,12
9274,Trừ,14,12
9275,Cool,14,10
9276,Stella,14,11
9277,Nâm,14,6
9278,Sci,14,14
9279,Nguyễn Hoài Nam,14,9
9280,Thành Phố,14,7
9281,Shift,14,7
9282,The Star,14,11
9283,Công Dương,14,3
9284,Xăm,14,7
9285,Tsang,14,2
9286,Ấp,14,14
9287,Nathan,14,7
9288,Hoài Thanh,14,12
9289,Mămmy,14,1
9290,Quintus,14,5
9291,Tuấn Khải,14,6
9292,Quét,14,13
9293,Law,14,12
9294,Choline,14,8
9295,Susie,14,5
9296,Tuần Lễ,14,3
9297,Trương Hữu,14,8
9298,Ross,14,8
9299,Gigi,14,6
9300,Seung Hun,14,2
9301,The Player,14,5
9302,Story,14,9
9303,Sushi,14,6
9304,Krishnah,14,5
9305,Quang Thịnh,14,11
9306,Ban Mê,14,9
9307,Trần Hồng,14,11
9308,Minh Hiền,14,12
9309,Nguyễn Tuấn Anh,14,13
9310,Chính Phủ,14,12
9311,Đak Đoa,14,7
9312,Nguyễn Minh Quân,14,11
9313,Cơm,14,14
9314,Philip,14,12
9315,Minh Đăng,14,8
9316,Xuân Mai,14,11
9317,Bắc Đẩu,14,10
9318,Tổng Cục,14,9
9319,Bí Mật,14,9
9320,Tôn Nữ,14,8
9321,Khánh Ngân,14,4
9322,Yến Linh,14,6
9323,Ngọc An,14,8
9324,Tedros,14,6
9325,Ốp,14,8
9326,Ngô Phương Lan,14,3
9327,Hyo Jin,14,1
9328,Kharkiv,14,12
9329,Hồng Vinh,14,8
9330,Lê Kông,14,14
9331,Cody Gakpo,14,9
9332,Cẩm Hưng,14,3
9333,M1,14,13
9334,Hưng Nguyên,14,10
9335,Ven,14,5
9336,Solanke,14,5
9337,Trần Thái Tông,14,10
9338,Bến Troóc,14,10
9339,Lường,14,8
9340,Quang Châu,14,6
9341,Tirana,14,14
9342,Motta,14,4
9343,Sướng,14,5
9344,Belgorod,14,9
9345,Security,14,10
9346,Đờn,14,14
9347,Tp,14,7
9348,Clubhouse,14,8
9349,Đinh Tuấn,14,13
9350,Kepa,14,4
9351,Young Boys,14,5
9352,Gvardiol,14,6
9353,Tyotkino,14,4
9354,Phạm Quốc,14,12
9355,Statista,14,13
9356,Villa Park,14,8
9357,Thạnh Mỹ Lợi,14,12
9358,V12,14,9
9359,Kon Plông,14,9
9360,Thạch Khoán,14,3
9361,Europe,14,9
9362,Kuaishou,14,5
9363,Calvin,14,4
9364,Mendy,14,8
9365,Tam Điệp,14,10
9366,Vân Phúc,14,13
9367,Pau Cubarsi,14,11
9368,Nguyễn Đức Lệnh,14,12
9369,Nam Carolina,14,10
9370,Korean,14,9
9371,Văn Hạ,14,8
9372,Đức Huệ,14,7
9373,Long Phú,14,13
9374,Hố,14,10
9375,Nguyễn Năng,14,10
9376,Flow,14,8
9377,Copa America,14,11
9378,Bình Tây,14,10
9379,San Siro,14,6
9380,Jamal Musiala,14,13
9381,Shaw,14,9
9382,Lương Xuân Hòa,14,10
9383,Lionel,14,13
9384,Rì,14,8
9385,Bình Khê,14,6
9386,Nguyễn Thị Nguyệt,14,7
9387,Hero,14,9
9388,U90,14,7
9389,Heidenheim,14,8
9390,Utah,14,10
9391,C3,14,11
9392,Terengganu,14,9
9393,Admire,14,8
9394,Green Admire,14,4
9395,Hà Lam,14,5
9396,Nguyễn Văn Trãi,14,4
